site ,date,year,source_type,length_mm,breadth_mm,mass_g
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,59.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,72.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,58.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,71.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,73.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,59.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,57.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,71.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,58.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,72.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,75.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,57.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,59.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,72.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,71.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,74.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,58.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,56.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,55.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,58.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,59.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,72.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,59.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,72.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,71.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,72.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,71.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,59.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,72.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,56.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,72.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,73.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,72.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,75.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,71.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,74.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,72.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,71.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,58.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,59.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,73.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,71.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,72.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,74.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,61.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,69.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,60.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,70.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,71.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,68.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,65.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,62.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,64.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,63.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,59.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,66.00,NaN
Unknown E,2012-04-20,2012,Commercial,NaN,67.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,60.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,59.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,68.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,64.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,64.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,66.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,64.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,69.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,58.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,65.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,57.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,69.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,72.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,68.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,63.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,60.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,64.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,67.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,63.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,65.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,66.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,63.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,60.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,63.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,64.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,65.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,64.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,66.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,63.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,64.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,67.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,68.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,60.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,66.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,64.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,67.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,69.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,65.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,65.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,67.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,60.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,63.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,67.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,63.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,52.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,65.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,64.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,65.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,59.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,68.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,66.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,70.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,59.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,64.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,68.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,66.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,59.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,59.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,65.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,63.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,64.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,62.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,57.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,58.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,71.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,65.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,63.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,60.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,58.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,63.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,69.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,67.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,71.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,58.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,60.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,61.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,63.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,70.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,65.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,67.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,67.00,NaN
Unknown F,2012-10-15,2012,Commercial,NaN,66.00,NaN
